budget,genres,id,keywords,original_language,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,vote_average
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",15301,"[{""id"": 2652, ""name"": ""nazis""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 190326, ""name"": ""twilight zone""}]",en,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/6/24,29450919,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,6.2
39000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9531,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3394, ""name"": ""identity crisis""}, {""id"": 3861, ""name"": ""loss of powers""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}]",en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dovemead Films"", ""id"": 51861}, {""name"": ""Cantharus Productions"", ""id"": 51903}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/6/17,75850624,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,5.3
40600000,"[{""id"": 35, ""name"": ""Comedy""}]",1621,"[{""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 5628, ""name"": ""broker""}, {""id"": 5642, ""name"": ""beggar""}, {""id"": 7597, ""name"": ""dollar""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11860, ""name"": ""fish out of water""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 160478, ""name"": ""commodities""}, {""id"": 160483, ""name"": ""investor""}, {""id"": 160486, ""name"": ""big shot""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 160497, ""name"": ""wrongful arrest""}, {""id"": 160500, ""name"": ""santa hat""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cinema Group Ventures"", ""id"": 11142}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/6/7,90400000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,7.1
27500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",700,"[{""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2295, ""name"": ""eastern block""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3496, ""name"": ""snake charmer""}, {""id"": 3497, ""name"": ""hot air balloon""}, {""id"": 6587, ""name"": ""east berlin""}, {""id"": 156095, ""name"": ""british secret service""}]",en,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/6/5,187500000,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,6.2
12000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",860,"[{""id"": 282, ""name"": ""video game""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 4284, ""name"": ""norad""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 156767, ""name"": ""nuclear threat""}]",en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Sherwood Productions"", ""id"": 8791}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/6/3,79567667,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7
32350000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1892,"[{""id"": 526, ""name"": ""rebel""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 5144, ""name"": ""matter of life and death""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10013, ""name"": ""death star""}, {""id"": 10014, ""name"": ""jabba the hutt""}, {""id"": 10015, ""name"": ""ewoks""}, {""id"": 10527, ""name"": ""jedi""}, {""id"": 161176, ""name"": ""space opera""}]",en,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/5/23,572700000,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.9
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",535,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 6735, ""name"": ""locksmith""}, {""id"": 165445, ""name"": ""welder""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/4/14,92921203,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,6.1
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",14854,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 5901, ""name"": ""texas ranger""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 10176, ""name"": ""gun battle""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 159803, ""name"": ""killing a dog""}]",en,"[{""name"": ""1818"", ""id"": 21468}, {""name"": ""Lone Wolf McQuade Associates"", ""id"": 21469}, {""name"": ""Topkick Productions"", ""id"": 21470}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/4/14,12232628,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,5.5
7000000,"[{""id"": 35, ""name"": ""Comedy""}]",33676,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 534, ""name"": ""mexico""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10081, ""name"": ""locker room""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12398, ""name"": ""teen sex comedy""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 206850, ""name"": ""canuxploitation""}, {""id"": 208445, ""name"": ""virginity""}]",en,"[{""name"": ""Tijuana Productions"", ""id"": 5337}, {""name"": ""Tiberius Film Productions"", ""id"": 5338}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/4/8,1246141,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,4.5
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",227,"[{""id"": 542, ""name"": ""street gang""}, {""id"": 6272, ""name"": ""children's home""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 14857, ""name"": ""juvenile delinquent""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/3/25,33697647,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.9
5952000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",837,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3740, ""name"": ""radio presenter""}, {""id"": 4227, ""name"": ""toronto""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 12400, ""name"": ""brainwashing""}, {""id"": 193594, ""name"": ""pittsburgh""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Famous Players Ltd"", ""id"": 541}, {""name"": ""Guardian Trust Company"", ""id"": 542}, {""name"": ""Filmplan International II"", ""id"": 543}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1983/2/4,2120439,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.1
21000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9576,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 160410, ""name"": ""reputation""}, {""id"": 160413, ""name"": ""unemployed actor""}, {""id"": 160420, ""name"": ""serenade""}, {""id"": 160422, ""name"": ""hit in the crotch""}, {""id"": 160423, ""name"": ""apology""}, {""id"": 160424, ""name"": ""live television""}, {""id"": 207583, ""name"": ""actress""}, {""id"": 207716, ""name"": ""actor""}]",en,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Delphi Films"", ""id"": 4267}, {""name"": ""The Criterion Collection"", ""id"": 10932}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/12/16,177200000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,6.9
16000000,"[{""id"": 18, ""name"": ""Drama""}]",24226,"[{""id"": 1680, ""name"": ""boston""}, {""id"": 6148, ""name"": ""court""}, {""id"": 10498, ""name"": ""malpractice""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 155873, ""name"": ""defense attorney""}]",en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/12/8,53977250,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.4
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",783,"[{""id"": 789, ""name"": ""muslim""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1775, ""name"": ""demonstration""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 3644, ""name"": ""south africa""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4089, ""name"": ""hunger strike""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4092, ""name"": ""morning prayer""}, {""id"": 4096, ""name"": ""hindu""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4101, ""name"": ""political negotiations""}, {""id"": 4102, ""name"": ""conference""}, {""id"": 4104, ""name"": ""nonviolent resistance""}, {""id"": 4106, ""name"": ""apartheid""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4108, ""name"": ""protest""}, {""id"": 4109, ""name"": ""independence movement""}, {""id"": 4110, ""name"": ""bombay india""}, {""id"": 4112, ""name"": ""strike""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 6157, ""name"": ""prayer""}, {""id"": 6193, ""name"": ""world religion""}, {""id"": 6194, ""name"": ""hinduism""}, {""id"": 7926, ""name"": ""mahatma gandhi""}, {""id"": 33485, ""name"": ""calcutta""}]",en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Indo-British"", ""id"": 501}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""National Film Development Corporation of India"", ""id"": 503}, {""name"": ""Carolina Bank"", ""id"": 504}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1982/11/30,77737889,191,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,7.4
8000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",16281,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 5404, ""name"": ""meteor""}, {""id"": 7172, ""name"": ""buried alive""}, {""id"": 7325, ""name"": ""cockroach""}, {""id"": 9706, ""name"": ""anthology""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11321, ""name"": ""animated sequence""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 157351, ""name"": ""living dead""}]",en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Creepshow Films Inc."", ""id"": 14179}, {""name"": ""Laurel Entertainment Inc."", ""id"": 14180}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/11/12,21028755,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,6.7
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",1368,"[{""id"": 378, ""name"": ""prison""}, {""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 1008, ""name"": ""guerrilla""}, {""id"": 1375, ""name"": ""submachine gun""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 2535, ""name"": ""destroy""}, {""id"": 2801, ""name"": ""self-defense""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 4668, ""name"": ""police operation""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 5144, ""name"": ""matter of life and death""}, {""id"": 5385, ""name"": ""survivor""}, {""id"": 5386, ""name"": ""tramp""}, {""id"": 5387, ""name"": ""national guard""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6112, ""name"": ""firearm""}, {""id"": 6149, ""name"": ""police""}, {""id"": 10685, ""name"": ""escape""}]",en,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/10/22,125212904,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.2
2500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",10676,"[{""id"": 1004, ""name"": ""commercial""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 1805, ""name"": ""curfew""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 34079, ""name"": ""death""}, {""id"": 159433, ""name"": ""surveillance camera""}, {""id"": 207031, ""name"": ""stonehenge""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/10/22,14400000,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5
4000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9728,"[{""id"": 1889, ""name"": ""lake""}, {""id"": 5767, ""name"": ""summer camp""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 163621, ""name"": ""jason voorhees""}, {""id"": 163651, ""name"": ""one by one""}, {""id"": 163652, ""name"": ""friday the thirteenth""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Jason Productions"", ""id"": 7513}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/8/13,36690067,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.7
4500000,"[{""id"": 35, ""name"": ""Comedy""}]",13342,"[{""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6490, ""name"": ""shopping mall""}, {""id"": 7984, ""name"": ""bikini""}, {""id"": 9783, ""name"": ""bong""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11254, ""name"": ""loss of virginity""}, {""id"": 11485, ""name"": ""drug humor""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 33898, ""name"": ""rock 'n' roll""}, {""id"": 54169, ""name"": ""stoner""}, {""id"": 155247, ""name"": ""irreverence""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 168152, ""name"": ""convenience store""}, {""id"": 173186, ""name"": ""teenage pregnancy""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208591, ""name"": ""abortion""}, {""id"": 227616, ""name"": ""surfer dude""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Refugee Films"", ""id"": 8794}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/8/13,27092880,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",16363,"[{""id"": 1411, ""name"": ""brothel""}, {""id"": 1457, ""name"": ""corset""}, {""id"": 2901, ""name"": ""crusader""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 13424, ""name"": ""tv reporter""}, {""id"": 33613, ""name"": ""madame""}, {""id"": 155273, ""name"": ""busty""}, {""id"": 156187, ""name"": ""cat house""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 163440, ""name"": ""based on adaptation""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 165347, ""name"": ""swearing""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""RKO"", ""id"": 5902}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/7/23,69701637,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.9
28000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",78,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 803, ""name"": ""android""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 178657, ""name"": ""tech noir""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,"[{""name"": ""Shaw Brothers"", ""id"": 5798}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1982/6/25,33139618,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,7.9
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1091,"[{""id"": 1445, ""name"": ""ice""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 4711, ""name"": ""norwegian""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14728, ""name"": ""antarctica""}, {""id"": 14729, ""name"": ""shape shifting alien""}, {""id"": 155821, ""name"": ""sled dogs""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Turman-Foster Company"", ""id"": 662}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/6/25,19629760,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,7.8
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",10724,"[{""id"": 334, ""name"": ""flying""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3773, ""name"": ""kampfjet""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 6093, ""name"": ""assault""}, {""id"": 9937, ""name"": ""suspense""}]",en,"[{""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/6/13,70687344,136,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,5.5
10700000,"[{""id"": 27, ""name"": ""Horror""}]",609,"[{""id"": 2723, ""name"": ""medium""}, {""id"": 3093, ""name"": ""ghostbuster""}, {""id"": 3350, ""name"": ""poltergeist""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 196964, ""name"": ""power of goodness""}, {""id"": 198019, ""name"": ""parent-child bond""}, {""id"": 230191, ""name"": ""haunted""}]",en,"[{""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/6/4,122200000,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",154,"[{""id"": 504, ""name"": ""uss enterprise""}, {""id"": 747, ""name"": ""genesis""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1613, ""name"": ""terraforming""}, {""id"": 1615, ""name"": ""simulator""}, {""id"": 1617, ""name"": ""cadet""}, {""id"": 1618, ""name"": ""radiation""}, {""id"": 5218, ""name"": ""uss reliant""}, {""id"": 5219, ""name"": ""ceti alpha v""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 161176, ""name"": ""space opera""}]",en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/6/3,96800000,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.3
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",601,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 1007, ""name"": ""homesickness""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1604, ""name"": ""operation""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 3197, ""name"": ""riding a bicycle""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 4527, ""name"": ""flowerpot""}, {""id"": 5958, ""name"": ""finger""}, {""id"": 9457, ""name"": ""single""}]",en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/4/3,792910554,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,7.3
